career_best_points,defence_touch_points,defending_bonus_points,empty_raid,green_cards,high_5s,location,match_played,name,not_out_percentage,player_id,player_team,player_team_arr,point,points_defence_offence,points_per_match_raid_tackle,raid_bonus_points,raid_map_locations,raid_points_per_match,raid_touch_points,raids,red_cards,role,series_id,series_name,success_raid_percent,success_raids,success_tackles,success_tackles_per_match,super_10s,super_raids,super_tackles,tackle_bonus_points,tackle_success_rate,tackles,total_capture_points,total_defending_points,total_raid_points,total_tackle_points,unsuccesful_tackles,unsuccess_raids,yellow_cards
17,14,2,78,3,0,,21,Naveen,77.2,2357,0,"[{'team_id': 28, 'team_name': 'Haryana Steelers', 'team_short_name': 'Haryana', 'series_id': 26, 'series_name': 'Pro Kabaddi League Season 6, 2018', 'is_latest': True}]",102,102,4.85,17,,4.19,71,193,0,,26,"Pro Kabaddi League Season 6, 2018",45.59,71,12,0.57,1,4,2,,32.55,43,,14,88,14,31,44,0
14,2,0,39,1,0,,14,Naveen,71.92,2357,0,"[{'team_id': 28, 'team_name': 'Haryana Steelers', 'team_short_name': 'Haryana', 'series_id': 49, 'series_name': 'Pro Kabaddi League Season 7, 2019', 'is_latest': True}]",58,58,4.14,16,,4.0,40,114,0,,49,"Pro Kabaddi League Season 7, 2019",49.12,43,2,0.14,1,1,0,,25.0,8,,2,56,2,6,32,0
17,16,2,117,4,0,,35,Naveen,75.24,2357,0,"[{'team_id': 28, 'team_name': 'Haryana Steelers', 'team_short_name': 'Haryana', 'series_id': 26, 'series_name': 'Pro Kabaddi League Season 6, 2018', 'is_latest': True}, {'team_id': 28, 'team_name': 'Haryana Steelers', 'team_short_name': 'Haryana', 'series_id': 49, 'series_name': 'Pro Kabaddi League Season 7, 2019', 'is_latest': True}]",160,160,4.57,33,,4.11,111,307,0,,0,,46.9,114,14,0.4,2,5,2,,31.37,51,,16,144,16,37,76,0
9,4,1,63,0,0,,17,Ajinkya Ashok Pawar,73.61,2475,0,"[{'team_id': 3, 'team_name': 'Jaipur Pink Panthers', 'team_short_name': 'Jaipur', 'series_id': 26, 'series_name': 'Pro Kabaddi League Season 6, 2018', 'is_latest': True}]",75,75,4.41,9,,4.17,62,163,0,,26,"Pro Kabaddi League Season 6, 2018",43.55,57,3,0.17,0,1,1,,30.76,13,,4,71,4,10,43,0
5,0,0,25,0,0,,14,Ajinkya Ashok Pawar,62.12,2475,0,"[{'team_id': 3, 'team_name': 'Jaipur Pink Panthers', 'team_short_name': 'Jaipur', 'series_id': 49, 'series_name': 'Pro Kabaddi League Season 7, 2019', 'is_latest': True}]",19,19,1.35,3,,1.35,16,66,0,,49,"Pro Kabaddi League Season 7, 2019",28.78,16,0,0.0,0,0,0,,0.0,2,,0,19,0,2,25,0
9,4,1,88,0,0,,31,Ajinkya Ashok Pawar,70.3,2475,0,"[{'team_id': 3, 'team_name': 'Jaipur Pink Panthers', 'team_short_name': 'Jaipur', 'series_id': 26, 'series_name': 'Pro Kabaddi League Season 6, 2018', 'is_latest': True}, {'team_id': 3, 'team_name': 'Jaipur Pink Panthers', 'team_short_name': 'Jaipur', 'series_id': 49, 'series_name': 'Pro Kabaddi League Season 7, 2019', 'is_latest': True}]",94,94,3.03,12,,2.9,78,229,0,,0,,39.3,73,3,0.09,0,1,1,,26.66,15,,4,90,4,12,68,0
13,6,0,58,1,0,,15,Abhishek Singh,82.05,2028,0,"[{'team_id': 5, 'team_name': 'U Mumba', 'team_short_name': 'Mumbai', 'series_id': 26, 'series_name': 'Pro Kabaddi League Season 6, 2018', 'is_latest': True}]",53,53,3.53,2,,3.13,45,117,0,,26,"Pro Kabaddi League Season 6, 2018",40.17,38,6,0.4,2,1,0,,31.57,19,,6,47,6,13,21,0
13,1,0,98,0,0,,16,Abhishek Singh,81.62,2028,0,"[{'team_id': 5, 'team_name': 'U Mumba', 'team_short_name': 'Mumbai', 'series_id': 49, 'series_name': 'Pro Kabaddi League Season 7, 2019', 'is_latest': True}]",109,109,6.81,10,,6.75,98,234,0,,49,"Pro Kabaddi League Season 7, 2019",46.15,93,1,0.06,6,2,0,,8.33,12,,1,108,1,11,43,0
13,7,0,156,1,0,,31,Abhishek Singh,81.76,2028,0,"[{'team_id': 5, 'team_name': 'U Mumba', 'team_short_name': 'Mumbai', 'series_id': 26, 'series_name': 'Pro Kabaddi League Season 6, 2018', 'is_latest': True}, {'team_id': 5, 'team_name': 'U Mumba', 'team_short_name': 'Mumbai', 'series_id': 49, 'series_name': 'Pro Kabaddi League Season 7, 2019', 'is_latest': True}]",162,162,5.22,12,,5.0,143,351,0,,0,,44.15,131,7,0.22,8,3,0,,22.58,31,,7,155,7,24,64,0
5,47,3,3,2,1,,23,Ruturaj Shivaji Koravi,100.0,2023,0,"[{'team_id': 31, 'team_name': 'Gujarat Fortunegiants', 'team_short_name': 'Gujarat', 'series_id': 26, 'series_name': 'Pro Kabaddi League Season 6, 2018', 'is_latest': True}]",47,47,2.04,0,,0.0,0,3,0,,26,"Pro Kabaddi League Season 6, 2018",0.0,0,44,1.91,0,0,3,,38.84,121,,47,0,47,77,0,0
3,15,0,0,0,0,,15,Ruturaj Shivaji Koravi,0.0,2023,0,"[{'team_id': 31, 'team_name': 'Gujarat Fortunegiants', 'team_short_name': 'Gujarat', 'series_id': 49, 'series_name': 'Pro Kabaddi League Season 7, 2019', 'is_latest': True}]",15,15,1.0,0,,0.0,0,0,0,,49,"Pro Kabaddi League Season 7, 2019",0.0,0,15,1.0,0,0,0,,31.25,48,,15,0,15,33,0,0
5,62,3,3,2,1,,38,Ruturaj Shivaji Koravi,100.0,2023,0,"[{'team_id': 31, 'team_name': 'Gujarat Fortunegiants', 'team_short_name': 'Gujarat', 'series_id': 26, 'series_name': 'Pro Kabaddi League Season 6, 2018', 'is_latest': True}, {'team_id': 31, 'team_name': 'Gujarat Fortunegiants', 'team_short_name': 'Gujarat', 'series_id': 49, 'series_name': 'Pro Kabaddi League Season 7, 2019', 'is_latest': True}]",62,62,1.63,0,,0.0,0,3,0,,0,,0.0,0,59,1.55,0,0,3,,36.68,169,,62,0,62,110,0,0
5,42,5,0,0,2,,25,Narender,0.0,778,0,"[{'team_id': 30, 'team_name': 'U.P. Yoddha', 'team_short_name': 'UP', 'series_id': 26, 'series_name': 'Pro Kabaddi League Season 6, 2018', 'is_latest': True}]",42,42,1.68,0,,0.0,0,0,0,,26,"Pro Kabaddi League Season 6, 2018",0.0,0,37,1.48,0,0,5,,35.29,119,,42,0,42,82,0,0
0,0,0,0,0,0,,3,Narender,0.0,778,0,"[{'team_id': 30, 'team_name': 'U.P. Yoddha', 'team_short_name': 'UP', 'series_id': 49, 'series_name': 'Pro Kabaddi League Season 7, 2019', 'is_latest': True}]",0,0,0.0,0,,0.0,0,0,0,,49,"Pro Kabaddi League Season 7, 2019",0.0,0,0,0.0,0,0,0,,0.0,7,,0,0,0,7,0,0
5,42,5,0,0,2,,28,Narender,0.0,778,0,"[{'team_id': 30, 'team_name': 'U.P. Yoddha', 'team_short_name': 'UP', 'series_id': 26, 'series_name': 'Pro Kabaddi League Season 6, 2018', 'is_latest': True}, {'team_id': 30, 'team_name': 'U.P. Yoddha', 'team_short_name': 'UP', 'series_id': 49, 'series_name': 'Pro Kabaddi League Season 7, 2019', 'is_latest': True}]",42,42,1.5,0,,0.0,0,0,0,,0,,0.0,0,37,1.32,0,0,5,,33.33,126,,42,0,42,89,0,0
5,41,0,3,3,2,,22,Sunil,100.0,2462,0,"[{'team_id': 28, 'team_name': 'Haryana Steelers', 'team_short_name': 'Haryana', 'series_id': 26, 'series_name': 'Pro Kabaddi League Season 6, 2018', 'is_latest': True}]",41,41,1.86,0,,0.0,0,3,0,,26,"Pro Kabaddi League Season 6, 2018",0.0,0,41,1.86,0,0,0,,33.6,122,,41,0,41,81,0,0
6,46,1,0,1,3,,17,Sunil,0.0,2462,0,"[{'team_id': 28, 'team_name': 'Haryana Steelers', 'team_short_name': 'Haryana', 'series_id': 49, 'series_name': 'Pro Kabaddi League Season 7, 2019', 'is_latest': True}]",46,46,2.7,0,,0.0,0,0,0,,49,"Pro Kabaddi League Season 7, 2019",0.0,0,45,2.64,0,0,1,,45.54,101,,46,0,46,56,0,0
6,87,1,3,4,5,,39,Sunil,100.0,2462,0,"[{'team_id': 28, 'team_name': 'Haryana Steelers', 'team_short_name': 'Haryana', 'series_id': 26, 'series_name': 'Pro Kabaddi League Season 6, 2018', 'is_latest': True}, {'team_id': 28, 'team_name': 'Haryana Steelers', 'team_short_name': 'Haryana', 'series_id': 49, 'series_name': 'Pro Kabaddi League Season 7, 2019', 'is_latest': True}]",87,87,2.23,0,,0.0,0,3,0,,0,,0.0,0,86,2.2,0,0,1,,39.01,223,,87,0,87,137,0,0
0,0,0,0,0,0,,4,Amit Sheoran,0.0,794,0,"[{'team_id': 1, 'team_name': 'Bengaluru Bulls', 'team_short_name': 'Bengaluru', 'series_id': 8, 'series_name': 'Pro Kabaddi League Season 5, 2017', 'is_latest': True}]",0,0,0.0,0,,0.0,0,0,0,,8,"Pro Kabaddi League Season 5, 2017",0.0,0,0,0.0,0,0,0,,0.0,6,,0,0,0,6,0,0
5,38,2,0,1,2,,15,Amit Sheoran,0.0,794,0,"[{'team_id': 1, 'team_name': 'Bengaluru Bulls', 'team_short_name': 'Bengaluru', 'series_id': 26, 'series_name': 'Pro Kabaddi League Season 6, 2018', 'is_latest': True}]",38,38,2.53,0,,0.0,0,0,0,,26,"Pro Kabaddi League Season 6, 2018",0.0,0,36,2.4,0,0,2,,53.52,71,,38,0,38,35,0,0
6,43,3,0,1,3,,19,Amit Sheoran,0.0,794,0,"[{'team_id': 1, 'team_name': 'Bengaluru Bulls', 'team_short_name': 'Bengaluru', 'series_id': 49, 'series_name': 'Pro Kabaddi League Season 7, 2019', 'is_latest': True}]",43,43,2.26,0,,0.0,0,1,0,,49,"Pro Kabaddi League Season 7, 2019",0.0,0,40,2.1,0,0,3,,51.8,83,,43,0,43,43,1,0
6,81,5,0,2,5,,38,Amit Sheoran,0.0,794,0,"[{'team_id': 1, 'team_name': 'Bengaluru Bulls', 'team_short_name': 'Bengaluru', 'series_id': 8, 'series_name': 'Pro Kabaddi League Season 5, 2017', 'is_latest': True}, {'team_id': 1, 'team_name': 'Bengaluru Bulls', 'team_short_name': 'Bengaluru', 'series_id': 26, 'series_name': 'Pro Kabaddi League Season 6, 2018', 'is_latest': True}, {'team_id': 1, 'team_name': 'Bengaluru Bulls', 'team_short_name': 'Bengaluru', 'series_id': 49, 'series_name': 'Pro Kabaddi League Season 7, 2019', 'is_latest': True}]",81,81,2.13,0,,0.0,0,1,0,,0,,0.0,0,76,2.0,0,0,5,,50.62,160,,81,0,81,84,1,0
6,21,1,11,0,1,,17,Amit Kumar,60.0,2476,0,"[{'team_id': 3, 'team_name': 'Jaipur Pink Panthers', 'team_short_name': 'Jaipur', 'series_id': 26, 'series_name': 'Pro Kabaddi League Season 6, 2018', 'is_latest': True}]",33,33,1.94,0,,0.7,12,35,0,,26,"Pro Kabaddi League Season 6, 2018",34.28,10,20,1.17,0,1,1,,35.59,59,,21,12,21,39,14,0
6,21,1,11,0,1,,17,Amit Kumar,60.0,2476,0,"[{'team_id': 3, 'team_name': 'Jaipur Pink Panthers', 'team_short_name': 'Jaipur', 'series_id': 26, 'series_name': 'Pro Kabaddi League Season 6, 2018', 'is_latest': True}]",33,33,1.94,0,,0.7,12,35,0,,0,,34.28,10,20,1.17,0,1,1,,35.59,59,,21,12,21,39,14,0
5,27,3,0,2,1,,18,Baldev Singh,0.0,621,0,"[{'team_id': 4, 'team_name': 'Bengal Warriors', 'team_short_name': 'Bengal', 'series_id': 26, 'series_name': 'Pro Kabaddi League Season 6, 2018', 'is_latest': True}]",28,28,1.55,1,,0.05,0,1,0,,26,"Pro Kabaddi League Season 6, 2018",100.0,0,24,1.33,0,0,3,,38.57,70,,27,1,27,46,1,0
7,56,5,4,0,6,,19,Baldev Singh,80.0,621,0,"[{'team_id': 4, 'team_name': 'Bengal Warriors', 'team_short_name': 'Bengal', 'series_id': 49, 'series_name': 'Pro Kabaddi League Season 7, 2019', 'is_latest': True}]",56,56,2.94,0,,0.0,0,5,0,,49,"Pro Kabaddi League Season 7, 2019",0.0,0,51,2.68,0,0,5,,56.0,100,,56,0,56,49,1,0
7,83,8,4,2,7,,37,Baldev Singh,66.66,621,0,"[{'team_id': 4, 'team_name': 'Bengal Warriors', 'team_short_name': 'Bengal', 'series_id': 26, 'series_name': 'Pro Kabaddi League Season 6, 2018', 'is_latest': True}, {'team_id': 4, 'team_name': 'Bengal Warriors', 'team_short_name': 'Bengal', 'series_id': 49, 'series_name': 'Pro Kabaddi League Season 7, 2019', 'is_latest': True}]",84,84,2.27,1,,0.02,0,6,0,,0,,16.66,0,75,2.02,0,0,8,,48.82,170,,83,1,83,95,2,0
6,25,5,5,1,1,,19,Parveen,85.71,2463,0,"[{'team_id': 28, 'team_name': 'Haryana Steelers', 'team_short_name': 'Haryana', 'series_id': 26, 'series_name': 'Pro Kabaddi League Season 6, 2018', 'is_latest': True}]",28,28,1.47,2,,0.15,1,7,0,,26,"Pro Kabaddi League Season 6, 2018",42.85,1,20,1.05,0,0,5,,41.66,60,,25,3,25,40,1,0
4,4,1,0,0,0,,6,Parveen,0.0,2463,0,"[{'team_id': 28, 'team_name': 'Haryana Steelers', 'team_short_name': 'Haryana', 'series_id': 49, 'series_name': 'Pro Kabaddi League Season 7, 2019', 'is_latest': True}]",4,4,0.66,0,,0.0,0,0,0,,49,"Pro Kabaddi League Season 7, 2019",0.0,0,3,0.5,0,0,1,,26.66,15,,4,0,4,12,0,0
6,29,6,5,1,1,,25,Parveen,85.71,2463,0,"[{'team_id': 28, 'team_name': 'Haryana Steelers', 'team_short_name': 'Haryana', 'series_id': 26, 'series_name': 'Pro Kabaddi League Season 6, 2018', 'is_latest': True}, {'team_id': 28, 'team_name': 'Haryana Steelers', 'team_short_name': 'Haryana', 'series_id': 49, 'series_name': 'Pro Kabaddi League Season 7, 2019', 'is_latest': True}]",32,32,1.28,2,,0.12,1,7,0,,0,,42.85,1,23,0.92,0,0,6,,38.66,75,,29,3,29,52,1,0
8,2,0,19,2,0,,9,Azad Singh,68.75,2316,0,"[{'team_id': 30, 'team_name': 'U.P. Yoddha', 'team_short_name': 'UP', 'series_id': 26, 'series_name': 'Pro Kabaddi League Season 6, 2018', 'is_latest': True}]",23,23,2.55,8,,2.33,13,48,0,,26,"Pro Kabaddi League Season 6, 2018",43.75,14,2,0.22,0,1,0,,40.0,5,,2,21,2,3,15,0
3,0,0,14,0,0,,4,Azad Singh,65.38,2316,0,"[{'team_id': 30, 'team_name': 'U.P. Yoddha', 'team_short_name': 'UP', 'series_id': 49, 'series_name': 'Pro Kabaddi League Season 7, 2019', 'is_latest': True}]",6,6,1.5,3,,1.5,3,26,0,,49,"Pro Kabaddi League Season 7, 2019",23.07,3,0,0.0,0,0,0,,0.0,1,,0,6,0,1,9,0
8,2,0,33,2,0,,13,Azad Singh,67.56,2316,0,"[{'team_id': 30, 'team_name': 'U.P. Yoddha', 'team_short_name': 'UP', 'series_id': 26, 'series_name': 'Pro Kabaddi League Season 6, 2018', 'is_latest': True}, {'team_id': 30, 'team_name': 'U.P. Yoddha', 'team_short_name': 'UP', 'series_id': 49, 'series_name': 'Pro Kabaddi League Season 7, 2019', 'is_latest': True}]",29,29,2.23,11,,2.07,16,74,0,,0,,36.48,17,2,0.15,0,1,0,,33.33,6,,2,27,2,4,24,0
7,17,1,0,1,1,,12,Ponparthiban Subramanian,0.0,2481,0,"[{'team_id': 29, 'team_name': 'Tamil Thalaivas', 'team_short_name': 'Tamil Nadu', 'series_id': 26, 'series_name': 'Pro Kabaddi League Season 6, 2018', 'is_latest': True}]",17,17,1.41,0,,0.0,0,0,0,,26,"Pro Kabaddi League Season 6, 2018",0.0,0,16,1.33,0,0,1,,33.33,51,,17,0,17,35,0,0
1,3,0,0,0,0,,6,Ponparthiban Subramanian,0.0,2481,0,"[{'team_id': 29, 'team_name': 'Tamil Thalaivas', 'team_short_name': 'Tamil Nadu', 'series_id': 49, 'series_name': 'Pro Kabaddi League Season 7, 2019', 'is_latest': True}]",3,3,0.5,0,,0.0,0,0,0,,49,"Pro Kabaddi League Season 7, 2019",0.0,0,3,0.5,0,0,0,,23.07,13,,3,0,3,10,0,0
7,20,1,0,1,1,,18,Ponparthiban Subramanian,0.0,2481,0,"[{'team_id': 29, 'team_name': 'Tamil Thalaivas', 'team_short_name': 'Tamil Nadu', 'series_id': 26, 'series_name': 'Pro Kabaddi League Season 6, 2018', 'is_latest': True}, {'team_id': 29, 'team_name': 'Tamil Thalaivas', 'team_short_name': 'Tamil Nadu', 'series_id': 49, 'series_name': 'Pro Kabaddi League Season 7, 2019', 'is_latest': True}]",20,20,1.11,0,,0.0,0,0,0,,0,,0.0,0,19,1.05,0,0,1,,31.25,64,,20,0,20,45,0,0
6,2,1,20,0,0,,8,Kamal Singh,77.14,2307,0,"[{'team_id': 8, 'team_name': 'Telugu Titans', 'team_short_name': 'Hyderabad', 'series_id': 26, 'series_name': 'Pro Kabaddi League Season 6, 2018', 'is_latest': True}]",15,15,1.87,7,,1.62,6,35,0,,26,"Pro Kabaddi League Season 6, 2018",37.14,7,1,0.12,0,0,1,,33.33,6,,2,13,2,5,8,0
2,2,0,6,0,0,,3,Kamal Singh,75.0,2307,0,"[{'team_id': 8, 'team_name': 'Telugu Titans', 'team_short_name': 'Hyderabad', 'series_id': 49, 'series_name': 'Pro Kabaddi League Season 7, 2019', 'is_latest': True}]",2,2,0.66,0,,0.0,0,8,0,,49,"Pro Kabaddi League Season 7, 2019",0.0,0,2,0.66,0,0,0,,33.33,6,,2,0,2,4,2,0
6,4,1,26,0,0,,11,Kamal Singh,76.74,2307,0,"[{'team_id': 8, 'team_name': 'Telugu Titans', 'team_short_name': 'Hyderabad', 'series_id': 26, 'series_name': 'Pro Kabaddi League Season 6, 2018', 'is_latest': True}, {'team_id': 8, 'team_name': 'Telugu Titans', 'team_short_name': 'Hyderabad', 'series_id': 49, 'series_name': 'Pro Kabaddi League Season 7, 2019', 'is_latest': True}]",17,17,1.54,7,,1.18,6,43,0,,0,,30.23,7,3,0.27,0,0,1,,33.33,12,,4,13,4,9,10,0
13,2,1,6,0,0,,4,Armaan,65.21,2298,0,"[{'team_id': 8, 'team_name': 'Telugu Titans', 'team_short_name': 'Hyderabad', 'series_id': 26, 'series_name': 'Pro Kabaddi League Season 6, 2018', 'is_latest': True}]",15,15,3.75,5,,3.25,8,23,0,,26,"Pro Kabaddi League Season 6, 2018",56.52,9,1,0.25,1,1,1,,200.0,1,,2,13,2,0,8,0
4,0,0,13,0,0,,6,Armaan,59.37,2298,0,"[{'team_id': 8, 'team_name': 'Telugu Titans', 'team_short_name': 'Hyderabad', 'series_id': 49, 'series_name': 'Pro Kabaddi League Season 7, 2019', 'is_latest': True}]",9,9,1.5,1,,1.5,8,32,0,,49,"Pro Kabaddi League Season 7, 2019",28.12,6,0,0.0,0,1,0,,0.0,7,,0,9,0,7,13,0
13,2,1,19,0,0,,10,Armaan,61.81,2298,0,"[{'team_id': 8, 'team_name': 'Telugu Titans', 'team_short_name': 'Hyderabad', 'series_id': 26, 'series_name': 'Pro Kabaddi League Season 6, 2018', 'is_latest': True}, {'team_id': 8, 'team_name': 'Telugu Titans', 'team_short_name': 'Hyderabad', 'series_id': 49, 'series_name': 'Pro Kabaddi League Season 7, 2019', 'is_latest': True}]",24,24,2.4,6,,2.2,16,55,0,,0,,40.0,15,1,0.1,1,2,1,,25.0,8,,2,22,2,7,21,0
3,4,0,5,1,0,,12,C Manoj Kumar,57.14,2274,0,"[{'team_id': 8, 'team_name': 'Telugu Titans', 'team_short_name': 'Hyderabad', 'series_id': 26, 'series_name': 'Pro Kabaddi League Season 6, 2018', 'is_latest': True}]",14,14,1.16,1,,0.83,9,21,0,,26,"Pro Kabaddi League Season 6, 2018",47.61,7,4,0.33,0,0,0,,30.76,13,,4,10,4,9,9,0
3,4,0,5,1,0,,12,C Manoj Kumar,57.14,2274,0,"[{'team_id': 8, 'team_name': 'Telugu Titans', 'team_short_name': 'Hyderabad', 'series_id': 26, 'series_name': 'Pro Kabaddi League Season 6, 2018', 'is_latest': True}]",14,14,1.16,1,,0.83,9,21,0,,0,,47.61,7,4,0.33,0,0,0,,30.76,13,,4,10,4,9,9,0
4,12,3,0,0,0,,10,Adarsh T,100.0,2470,0,"[{'team_id': 4, 'team_name': 'Bengal Warriors', 'team_short_name': 'Bengal', 'series_id': 26, 'series_name': 'Pro Kabaddi League Season 6, 2018', 'is_latest': True}]",14,14,1.4,0,,0.2,2,1,0,,26,"Pro Kabaddi League Season 6, 2018",200.0,1,9,0.9,0,0,3,,52.17,23,,12,2,12,14,0,0
2,3,0,0,0,0,,9,Adarsh T,0.0,2470,0,"[{'team_id': 4, 'team_name': 'Bengal Warriors', 'team_short_name': 'Bengal', 'series_id': 49, 'series_name': 'Pro Kabaddi League Season 7, 2019', 'is_latest': True}]",3,3,0.33,0,,0.0,0,0,0,,49,"Pro Kabaddi League Season 7, 2019",0.0,0,3,0.33,0,0,0,,33.33,9,,3,0,3,6,0,0
4,15,3,0,0,0,,19,Adarsh T,100.0,2470,0,"[{'team_id': 4, 'team_name': 'Bengal Warriors', 'team_short_name': 'Bengal', 'series_id': 26, 'series_name': 'Pro Kabaddi League Season 6, 2018', 'is_latest': True}, {'team_id': 4, 'team_name': 'Bengal Warriors', 'team_short_name': 'Bengal', 'series_id': 49, 'series_name': 'Pro Kabaddi League Season 7, 2019', 'is_latest': True}]",17,17,0.89,0,,0.1,2,1,0,,0,,200.0,1,12,0.63,0,0,3,,46.87,32,,15,2,15,20,0,0
5,5,1,14,0,0,,6,Parvesh,63.33,786,0,"[{'team_id': 7, 'team_name': 'Puneri Paltan', 'team_short_name': 'Pune', 'series_id': 26, 'series_name': 'Pro Kabaddi League Season 6, 2018', 'is_latest': True}]",12,12,2.0,2,,1.16,5,30,0,,26,"Pro Kabaddi League Season 6, 2018",23.33,5,4,0.66,0,0,1,,50.0,10,,5,7,5,6,11,0
5,5,1,14,0,0,,6,Parvesh,63.33,786,0,"[{'team_id': 7, 'team_name': 'Puneri Paltan', 'team_short_name': 'Pune', 'series_id': 26, 'series_name': 'Pro Kabaddi League Season 6, 2018', 'is_latest': True}]",12,12,2.0,2,,1.16,5,30,0,,0,,23.33,5,4,0.66,0,0,1,,50.0,10,,5,7,5,6,11,0
0,0,0,0,0,0,,1,Krushna Madane,0.0,274,0,"[{'team_id': 4, 'team_name': 'Bengal Warriors', 'team_short_name': 'Bengal', 'series_id': 3, 'series_name': 'Pro Kabaddi League Season 3, 2016', 'is_latest': True}]",0,0,0.0,0,,0.0,0,2,0,,3,"Pro Kabaddi League Season 3, 2016",0.0,0,0,0.0,0,0,0,,0.0,0,,0,0,0,0,2,0
4,11,0,2,1,0,,6,Krushna Madane,100.0,274,0,"[{'team_id': 8, 'team_name': 'Telugu Titans', 'team_short_name': 'Hyderabad', 'series_id': 26, 'series_name': 'Pro Kabaddi League Season 6, 2018', 'is_latest': True}]",12,12,2.0,0,,0.16,1,3,0,,26,"Pro Kabaddi League Season 6, 2018",33.33,1,11,1.83,0,0,0,,44.0,25,,11,1,11,14,0,0
2,6,0,10,0,0,,9,Krushna Madane,100.0,274,0,"[{'team_id': 8, 'team_name': 'Telugu Titans', 'team_short_name': 'Hyderabad', 'series_id': 49, 'series_name': 'Pro Kabaddi League Season 7, 2019', 'is_latest': True}]",6,6,0.66,0,,0.0,0,10,0,,49,"Pro Kabaddi League Season 7, 2019",0.0,0,6,0.66,0,0,0,,33.33,18,,6,0,6,12,0,0
4,17,0,12,1,0,,16,Krushna Madane,86.66,274,0,"[{'team_id': 4, 'team_name': 'Bengal Warriors', 'team_short_name': 'Bengal', 'series_id': 3, 'series_name': 'Pro Kabaddi League Season 3, 2016', 'is_latest': True}, {'team_id': 8, 'team_name': 'Telugu Titans', 'team_short_name': 'Hyderabad', 'series_id': 26, 'series_name': 'Pro Kabaddi League Season 6, 2018', 'is_latest': True}, {'team_id': 8, 'team_name': 'Telugu Titans', 'team_short_name': 'Hyderabad', 'series_id': 49, 'series_name': 'Pro Kabaddi League Season 7, 2019', 'is_latest': True}]",18,18,1.12,0,,0.06,1,15,0,,0,,6.66,1,17,1.06,0,0,0,,39.53,43,,17,1,17,26,2,0
3,12,3,9,1,0,,10,Shubham Shinde,81.81,2479,0,"[{'team_id': 7, 'team_name': 'Puneri Paltan', 'team_short_name': 'Pune', 'series_id': 26, 'series_name': 'Pro Kabaddi League Season 6, 2018', 'is_latest': True}]",12,12,1.2,0,,0.0,0,11,0,,26,"Pro Kabaddi League Season 6, 2018",0.0,0,9,0.9,0,0,3,,31.57,38,,12,0,12,29,2,0
3,17,2,7,0,0,,13,Shubham Shinde,100.0,2479,0,"[{'team_id': 7, 'team_name': 'Puneri Paltan', 'team_short_name': 'Pune', 'series_id': 49, 'series_name': 'Pro Kabaddi League Season 7, 2019', 'is_latest': True}]",18,18,1.38,0,,0.07,1,8,0,,49,"Pro Kabaddi League Season 7, 2019",12.5,1,15,1.15,0,0,2,,38.63,44,,17,1,17,29,0,0
3,29,5,16,1,0,,23,Shubham Shinde,89.47,2479,0,"[{'team_id': 7, 'team_name': 'Puneri Paltan', 'team_short_name': 'Pune', 'series_id': 26, 'series_name': 'Pro Kabaddi League Season 6, 2018', 'is_latest': True}, {'team_id': 7, 'team_name': 'Puneri Paltan', 'team_short_name': 'Pune', 'series_id': 49, 'series_name': 'Pro Kabaddi League Season 7, 2019', 'is_latest': True}]",30,30,1.3,0,,0.04,1,19,0,,0,,5.26,1,24,1.04,0,0,5,,35.36,82,,29,1,29,58,2,0
4,3,1,2,0,0,,5,Sandeep,66.66,731,0,"[{'team_id': 7, 'team_name': 'Puneri Paltan', 'team_short_name': 'Pune', 'series_id': 26, 'series_name': 'Pro Kabaddi League Season 6, 2018', 'is_latest': True}]",10,10,2.0,3,,1.4,4,9,0,,26,"Pro Kabaddi League Season 6, 2018",77.77,4,2,0.4,0,0,1,,23.07,13,,3,7,3,11,3,0
2,2,0,0,0,0,,1,Sandeep,0.0,731,0,"[{'team_id': 7, 'team_name': 'Puneri Paltan', 'team_short_name': 'Pune', 'series_id': 49, 'series_name': 'Pro Kabaddi League Season 7, 2019', 'is_latest': True}]",2,2,2.0,0,,0.0,0,1,0,,49,"Pro Kabaddi League Season 7, 2019",0.0,0,2,2.0,0,0,0,,33.33,6,,2,0,2,4,1,0
4,5,1,2,0,0,,6,Sandeep,60.0,731,0,"[{'team_id': 7, 'team_name': 'Puneri Paltan', 'team_short_name': 'Pune', 'series_id': 26, 'series_name': 'Pro Kabaddi League Season 6, 2018', 'is_latest': True}, {'team_id': 7, 'team_name': 'Puneri Paltan', 'team_short_name': 'Pune', 'series_id': 49, 'series_name': 'Pro Kabaddi League Season 7, 2019', 'is_latest': True}]",12,12,2.0,3,,1.16,4,10,0,,0,,70.0,4,4,0.66,0,0,1,,26.31,19,,5,7,5,15,4,0
4,1,0,5,1,0,,5,Anand Surendra Tomar,60.0,644,0,"[{'team_id': 28, 'team_name': 'Haryana Steelers', 'team_short_name': 'Haryana', 'series_id': 26, 'series_name': 'Pro Kabaddi League Season 6, 2018', 'is_latest': True}]",9,9,1.8,5,,1.6,3,20,0,,26,"Pro Kabaddi League Season 6, 2018",40.0,7,1,0.2,0,0,0,,25.0,4,,1,8,1,3,8,0
