career_best_points,defence_touch_points,defending_bonus_points,empty_raid,green_cards,high_5s,location,match_played,name,not_out_percentage,player_id,player_team,player_team_arr,point,points_defence_offence,points_per_match_raid_tackle,raid_bonus_points,raid_map_locations,raid_points_per_match,raid_touch_points,raids,red_cards,role,series_id,series_name,success_raid_percent,success_raids,success_tackles,success_tackles_per_match,super_10s,super_raids,super_tackles,tackle_bonus_points,tackle_success_rate,tackles,total_capture_points,total_defending_points,total_raid_points,total_tackle_points,unsuccesful_tackles,unsuccess_raids,yellow_cards
2,4,0,0,1,0,,6,Mayur Shivtarkar,0.0,578,0,"[{'team_id': 4, 'team_name': 'Bengal Warriors', 'team_short_name': 'Bengal', 'series_id': 49, 'series_name': 'Pro Kabaddi League Season 7, 2019', 'is_latest': True}]",4,4,0.66,0,,0.0,0,0,0,,49,"Pro Kabaddi League Season 7, 2019",0.0,0,4,0.66,0,0,0,,19.04,21,,4,0,4,17,0,0
3,24,0,36,3,0,,29,Mayur Shivtarkar,68.85,578,0,"[{'team_id': 28, 'team_name': 'Haryana Steelers', 'team_short_name': 'Haryana', 'series_id': 8, 'series_name': 'Pro Kabaddi League Season 5, 2017', 'is_latest': True}, {'team_id': 28, 'team_name': 'Haryana Steelers', 'team_short_name': 'Haryana', 'series_id': 26, 'series_name': 'Pro Kabaddi League Season 6, 2018', 'is_latest': True}, {'team_id': 4, 'team_name': 'Bengal Warriors', 'team_short_name': 'Bengal', 'series_id': 49, 'series_name': 'Pro Kabaddi League Season 7, 2019', 'is_latest': True}]",33,33,1.13,4,,0.31,5,61,0,,0,,14.75,6,24,0.82,0,0,0,,27.27,88,,24,9,24,64,19,0
3,1,0,6,0,,,5,Rahul Choudhary,58.82,738,0,,6,6,1.2,0,,1.0,5,17,0,,8,"Pro Kabaddi League Season 5, 2017",23.52,4,1,0.2,,0,0,,33.33,3,,1,5,1,2,7,0
3,1,0,6,0,,,5,Rahul Choudhary,58.82,738,0,,6,6,1.2,0,,1.0,5,17,0,,0,,23.52,4,1,0.2,,0,0,,33.33,3,,1,5,1,2,7,0
3,5,2,2,1,0,,8,Vijay Kumar,66.66,768,0,"[{'team_id': 29, 'team_name': 'Tamil Thalaivas', 'team_short_name': 'Tamil Nadu', 'series_id': 8, 'series_name': 'Pro Kabaddi League Season 5, 2017', 'is_latest': True}]",6,6,0.75,1,,0.12,0,3,0,,8,"Pro Kabaddi League Season 5, 2017",33.33,0,3,0.37,0,0,2,,41.66,12,,5,1,5,9,1,0
2,1,0,1,0,0,,4,Vijay Kumar,100.0,768,0,"[{'team_id': 6, 'team_name': 'Patna Pirates', 'team_short_name': 'Patna', 'series_id': 26, 'series_name': 'Pro Kabaddi League Season 6, 2018', 'is_latest': True}]",3,3,0.75,0,,0.5,2,2,0,,26,"Pro Kabaddi League Season 6, 2018",100.0,1,1,0.25,0,0,0,,9.09,11,,1,2,1,10,0,0
3,5,1,4,0,0,,9,Vijay Kumar,100.0,768,0,"[{'team_id': 1, 'team_name': 'Bengaluru Bulls', 'team_short_name': 'Bengaluru', 'series_id': 49, 'series_name': 'Pro Kabaddi League Season 7, 2019', 'is_latest': True}]",5,5,0.55,0,,0.0,0,4,0,,49,"Pro Kabaddi League Season 7, 2019",0.0,0,4,0.44,0,0,1,,31.25,16,,5,0,5,12,0,0
3,11,3,7,1,0,,21,Vijay Kumar,88.88,768,0,"[{'team_id': 29, 'team_name': 'Tamil Thalaivas', 'team_short_name': 'Tamil Nadu', 'series_id': 8, 'series_name': 'Pro Kabaddi League Season 5, 2017', 'is_latest': True}, {'team_id': 6, 'team_name': 'Patna Pirates', 'team_short_name': 'Patna', 'series_id': 26, 'series_name': 'Pro Kabaddi League Season 6, 2018', 'is_latest': True}, {'team_id': 1, 'team_name': 'Bengaluru Bulls', 'team_short_name': 'Bengaluru', 'series_id': 49, 'series_name': 'Pro Kabaddi League Season 7, 2019', 'is_latest': True}]",14,14,0.66,1,,0.14,2,9,0,,0,,33.33,1,8,0.38,0,0,3,,28.2,39,,11,3,11,31,1,0
2,5,0,0,0,,,4,Vikash,0.0,741,0,,5,5,1.25,0,,0.0,0,0,0,,8,"Pro Kabaddi League Season 5, 2017",0.0,0,5,1.25,,0,0,,45.45,11,,5,0,5,6,0,0
2,5,0,0,0,,,4,Vikash,0.0,741,0,,5,5,1.25,0,,0.0,0,0,0,,0,,0.0,0,5,1.25,,0,0,,45.45,11,,5,0,5,6,0,0
3,5,0,0,0,,,5,Gurvinder Singh,0.0,751,0,,5,5,1.0,0,,0.0,0,0,0,,8,"Pro Kabaddi League Season 5, 2017",0.0,0,5,1.0,,0,0,,38.46,13,,5,0,5,8,0,0
3,5,0,0,0,,,5,Gurvinder Singh,0.0,751,0,,5,5,1.0,0,,0.0,0,0,0,,0,,0.0,0,5,1.0,,0,0,,38.46,13,,5,0,5,8,0,0
3,0,0,0,0,0,,2,Rohit,60.0,730,0,"[{'team_id': 1, 'team_name': 'Bengaluru Bulls', 'team_short_name': 'Bengaluru', 'series_id': 8, 'series_name': 'Pro Kabaddi League Season 5, 2017', 'is_latest': True}]",4,4,2.0,2,,2.0,2,5,0,,8,"Pro Kabaddi League Season 5, 2017",80.0,3,0,0.0,0,0,0,,0.0,0,,0,4,0,0,2,0
0,0,0,0,0,0,0,0,Rohit,0.0,730,0,"[{'team_id': 1, 'team_name': 'Bengaluru Bulls', 'team_short_name': 'Bengaluru', 'series_id': 26, 'series_name': 'Pro Kabaddi League Season 6, 2018', 'is_latest': True}]",0,0,0.0,0,0,0.0,0,0,0,0,26,"Pro Kabaddi League Season 6, 2018",0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,,2,Rohit,60.0,730,0,"[{'team_id': 1, 'team_name': 'Bengaluru Bulls', 'team_short_name': 'Bengaluru', 'series_id': 8, 'series_name': 'Pro Kabaddi League Season 5, 2017', 'is_latest': True}, {'team_id': 1, 'team_name': 'Bengaluru Bulls', 'team_short_name': 'Bengaluru', 'series_id': 26, 'series_name': 'Pro Kabaddi League Season 6, 2018', 'is_latest': True}]",4,4,2.0,2,,2.0,2,5,0,,0,,80.0,3,0,0.0,0,0,0,,0.0,0,,0,4,0,0,2,0
3,0,0,1,0,,,3,Vikrant,40.0,746,0,,3,3,1.0,2,,1.0,1,5,0,,8,"Pro Kabaddi League Season 5, 2017",60.0,1,0,0.0,,0,0,,0.0,0,,0,3,0,0,3,0
3,0,0,1,0,,,3,Vikrant,40.0,746,0,,3,3,1.0,2,,1.0,1,5,0,,0,,60.0,1,0,0.0,,0,0,,0.0,0,,0,3,0,0,3,0
3,3,0,0,1,,,3,Muruthu M,0.0,776,0,,3,3,1.0,0,,0.0,0,1,0,,8,"Pro Kabaddi League Season 5, 2017",0.0,0,3,1.0,,0,0,,27.27,11,,3,0,3,8,1,0
3,3,0,0,1,,,3,Muruthu M,0.0,776,0,,3,3,1.0,0,,0.0,0,1,0,,0,,0.0,0,3,1.0,,0,0,,27.27,11,,3,0,3,8,1,0
1,3,0,1,0,,,10,Satish,100.0,790,0,,3,3,0.3,0,,0.0,0,1,0,,8,"Pro Kabaddi League Season 5, 2017",0.0,0,3,0.3,,0,0,,12.5,24,,3,0,3,21,0,0
1,3,0,1,0,,,10,Satish,100.0,790,0,,3,3,0.3,0,,0.0,0,1,0,,0,,0.0,0,3,0.3,,0,0,,12.5,24,,3,0,3,21,0,0
2,3,1,0,0,0,,8,Tushar Balaram Bhoir,0.0,792,0,"[{'team_id': 2, 'team_name': 'Dabang Delhi K.C.', 'team_short_name': 'Delhi', 'series_id': 8, 'series_name': 'Pro Kabaddi League Season 5, 2017', 'is_latest': True}]",3,3,0.37,0,,0.0,0,0,0,,8,"Pro Kabaddi League Season 5, 2017",0.0,0,2,0.25,0,0,1,,21.42,14,,3,0,3,12,0,0
0,0,0,0,0,0,,2,Tushar Balaram Bhoir,0.0,792,0,"[{'team_id': 2, 'team_name': 'Dabang Delhi K.C.', 'team_short_name': 'Delhi', 'series_id': 26, 'series_name': 'Pro Kabaddi League Season 6, 2018', 'is_latest': True}]",0,0,0.0,0,,0.0,0,0,0,,26,"Pro Kabaddi League Season 6, 2018",0.0,0,0,0.0,0,0,0,,0.0,5,,0,0,0,5,0,0
2,3,1,0,0,0,,10,Tushar Balaram Bhoir,0.0,792,0,"[{'team_id': 2, 'team_name': 'Dabang Delhi K.C.', 'team_short_name': 'Delhi', 'series_id': 8, 'series_name': 'Pro Kabaddi League Season 5, 2017', 'is_latest': True}, {'team_id': 2, 'team_name': 'Dabang Delhi K.C.', 'team_short_name': 'Delhi', 'series_id': 26, 'series_name': 'Pro Kabaddi League Season 6, 2018', 'is_latest': True}]",3,3,0.3,0,,0.0,0,0,0,,0,,0.0,0,2,0.2,0,0,1,,15.78,19,,3,0,3,17,0,0
2,1,0,0,0,,,2,Sanoj Kumar,100.0,640,0,,3,3,1.5,0,,1.0,2,2,0,,8,"Pro Kabaddi League Season 5, 2017",100.0,2,1,0.5,,0,0,,12.5,8,,1,2,1,7,0,0
2,1,0,0,0,,,2,Sanoj Kumar,100.0,640,0,,3,3,1.5,0,,1.0,2,2,0,,0,,100.0,2,1,0.5,,0,0,,12.5,8,,1,2,1,7,0,0
2,0,0,0,0,0,,4,Gulveer Singh,12.5,647,0,"[{'team_id': 30, 'team_name': 'U.P. Yoddha', 'team_short_name': 'UP', 'series_id': 8, 'series_name': 'Pro Kabaddi League Season 5, 2017', 'is_latest': True}]",3,3,0.75,1,,0.75,2,8,0,,8,"Pro Kabaddi League Season 5, 2017",37.5,1,0,0.0,0,0,0,,0.0,1,,0,3,0,1,7,0
0,0,0,0,0,0,0,0,Gulveer Singh,0.0,647,0,"[{'team_id': 30, 'team_name': 'U.P. Yoddha', 'team_short_name': 'UP', 'series_id': 26, 'series_name': 'Pro Kabaddi League Season 6, 2018', 'is_latest': False}]",0,0,0.0,0,0,0.0,0,0,0,0,26,"Pro Kabaddi League Season 6, 2018",0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,Gulveer Singh,0.0,647,0,"[{'team_id': 30, 'team_name': 'U.P. Yoddha', 'team_short_name': 'UP', 'series_id': 49, 'series_name': 'Pro Kabaddi League Season 7, 2019', 'is_latest': True}]",0,0,0.0,0,0,0.0,0,0,0,0,49,"Pro Kabaddi League Season 7, 2019",0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,,4,Gulveer Singh,12.5,647,0,"[{'team_id': 30, 'team_name': 'U.P. Yoddha', 'team_short_name': 'UP', 'series_id': 8, 'series_name': 'Pro Kabaddi League Season 5, 2017', 'is_latest': True}, {'team_id': 30, 'team_name': 'U.P. Yoddha', 'team_short_name': 'UP', 'series_id': 26, 'series_name': 'Pro Kabaddi League Season 6, 2018', 'is_latest': False}, {'team_id': 30, 'team_name': 'U.P. Yoddha', 'team_short_name': 'UP', 'series_id': 49, 'series_name': 'Pro Kabaddi League Season 7, 2019', 'is_latest': True}]",3,3,0.75,1,,0.75,2,8,0,,0,,37.5,1,0,0.0,0,0,0,,0.0,1,,0,3,0,1,7,0
1,0,0,5,0,,,4,Bhavani Rajput,60.0,660,0,,3,3,0.75,3,,0.75,0,10,0,,8,"Pro Kabaddi League Season 5, 2017",10.0,1,0,0.0,,0,0,,0.0,2,,0,3,0,2,4,0
1,0,0,5,0,,,4,Bhavani Rajput,60.0,660,0,,3,3,0.75,3,,0.75,0,10,0,,0,,10.0,1,0,0.0,,0,0,,0.0,2,,0,3,0,2,4,0
3,3,1,0,0,,,2,E Subash,0.0,690,0,,3,3,1.5,0,,0.0,0,0,0,,8,"Pro Kabaddi League Season 5, 2017",0.0,0,2,1.0,,0,1,,33.33,9,,3,0,3,7,0,0
1,1,0,0,0,,,2,E Subash,0.0,690,0,,1,1,0.5,0,,0.0,0,0,0,,26,"Pro Kabaddi League Season 6, 2018",0.0,0,1,0.5,,0,0,,100.0,1,,1,0,1,0,0,0
3,4,1,0,0,,,4,E Subash,0.0,690,0,,4,4,1.0,0,,0.0,0,0,0,,0,,0.0,0,3,0.75,,0,1,,40.0,10,,4,0,4,7,0,0
2,1,0,0,0,,,7,Rohit Kumar,50.0,712,0,,3,3,0.42,1,,0.28,1,2,0,,8,"Pro Kabaddi League Season 5, 2017",50.0,1,1,0.14,,0,0,,4.76,21,,1,2,1,20,1,0
2,1,0,0,0,,,7,Rohit Kumar,50.0,712,0,,3,3,0.42,1,,0.28,1,2,0,,0,,50.0,1,1,0.14,,0,0,,4.76,21,,1,2,1,20,1,0
1,2,0,0,0,0,,14,Young Chang Ko,0.0,519,0,"[{'team_id': 4, 'team_name': 'Bengal Warriors', 'team_short_name': 'Bengal', 'series_id': 8, 'series_name': 'Pro Kabaddi League Season 5, 2017', 'is_latest': True}]",2,2,0.14,0,,0.0,0,0,0,,8,"Pro Kabaddi League Season 5, 2017",0.0,0,2,0.14,0,0,0,,7.4,27,,2,0,2,25,0,0
5,15,4,0,0,1,,13,Young Chang Ko,0.0,519,0,"[{'team_id': 3, 'team_name': 'Jaipur Pink Panthers', 'team_short_name': 'Jaipur', 'series_id': 26, 'series_name': 'Pro Kabaddi League Season 6, 2018', 'is_latest': True}]",15,15,1.15,0,,0.0,0,0,0,,26,"Pro Kabaddi League Season 6, 2018",0.0,0,11,0.84,0,0,4,,44.11,34,,15,0,15,23,0,0
4,6,2,0,0,0,,10,Young Chang Ko,0.0,519,0,"[{'team_id': 5, 'team_name': 'U Mumba', 'team_short_name': 'Mumbai', 'series_id': 49, 'series_name': 'Pro Kabaddi League Season 7, 2019', 'is_latest': True}]",6,6,0.6,0,,0.0,0,0,0,,49,"Pro Kabaddi League Season 7, 2019",0.0,0,4,0.4,0,0,2,,46.15,13,,6,0,6,9,0,0
5,23,6,0,0,1,,37,Young Chang Ko,0.0,519,0,"[{'team_id': 4, 'team_name': 'Bengal Warriors', 'team_short_name': 'Bengal', 'series_id': 8, 'series_name': 'Pro Kabaddi League Season 5, 2017', 'is_latest': True}, {'team_id': 3, 'team_name': 'Jaipur Pink Panthers', 'team_short_name': 'Jaipur', 'series_id': 26, 'series_name': 'Pro Kabaddi League Season 6, 2018', 'is_latest': True}, {'team_id': 5, 'team_name': 'U Mumba', 'team_short_name': 'Mumbai', 'series_id': 49, 'series_name': 'Pro Kabaddi League Season 7, 2019', 'is_latest': True}]",23,23,0.62,0,,0.0,0,0,0,,0,,0.0,0,17,0.45,0,0,6,,31.08,74,,23,0,23,57,0,0
1,2,0,1,0,,,5,Kuldeep,33.33,392,0,,2,2,0.4,0,,0.0,0,3,0,,8,"Pro Kabaddi League Season 5, 2017",0.0,0,2,0.4,,0,0,,40.0,5,,2,0,2,3,2,0
1,2,0,1,0,,,5,Kuldeep,33.33,392,0,,2,2,0.4,0,,0.0,0,3,0,,0,,0.0,0,2,0.4,,0,0,,40.0,5,,2,0,2,3,2,0
0,0,0,1,0,0,,1,David Shilisia J Mosambayi,100.0,266,0,"[{'team_id': 7, 'team_name': 'Puneri Paltan', 'team_short_name': 'Pune', 'series_id': 3, 'series_name': 'Pro Kabaddi League Season 3, 2016', 'is_latest': True}]",0,0,0.0,0,,0.0,0,1,0,,3,"Pro Kabaddi League Season 3, 2016",0.0,0,0,0.0,0,0,0,,0.0,0,,0,0,0,0,0,0
2,0,0,4,0,0,,2,David Shilisia J Mosambayi,83.33,266,0,"[{'team_id': 28, 'team_name': 'Haryana Steelers', 'team_short_name': 'Haryana', 'series_id': 8, 'series_name': 'Pro Kabaddi League Season 5, 2017', 'is_latest': True}]",2,2,1.0,0,,1.0,2,6,0,,8,"Pro Kabaddi League Season 5, 2017",33.33,1,0,0.0,0,0,0,,0.0,0,,0,2,0,0,1,0
3,0,0,1,0,0,,4,David Shilisia J Mosambayi,33.33,266,0,"[{'team_id': 3, 'team_name': 'Jaipur Pink Panthers', 'team_short_name': 'Jaipur', 'series_id': 26, 'series_name': 'Pro Kabaddi League Season 6, 2018', 'is_latest': True}]",4,4,1.0,2,,1.0,2,6,0,,26,"Pro Kabaddi League Season 6, 2018",66.66,1,0,0.0,0,0,0,,0.0,1,,0,4,0,1,4,0
0,0,0,0,0,0,0,0,David Shilisia J Mosambayi,0.0,266,0,"[{'team_id': 7, 'team_name': 'Puneri Paltan', 'team_short_name': 'Pune', 'series_id': 2, 'series_name': 'Pro Kabaddi League Season 2, 2015', 'is_latest': True}]",0,0,0.0,0,0,0.0,0,0,0,0,2,"Pro Kabaddi League Season 2, 2015",0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
3,0,0,6,0,0,,7,David Shilisia J Mosambayi,61.53,266,0,"[{'team_id': 7, 'team_name': 'Puneri Paltan', 'team_short_name': 'Pune', 'series_id': 2, 'series_name': 'Pro Kabaddi League Season 2, 2015', 'is_latest': True}, {'team_id': 7, 'team_name': 'Puneri Paltan', 'team_short_name': 'Pune', 'series_id': 3, 'series_name': 'Pro Kabaddi League Season 3, 2016', 'is_latest': True}, {'team_id': 28, 'team_name': 'Haryana Steelers', 'team_short_name': 'Haryana', 'series_id': 8, 'series_name': 'Pro Kabaddi League Season 5, 2017', 'is_latest': True}, {'team_id': 3, 'team_name': 'Jaipur Pink Panthers', 'team_short_name': 'Jaipur', 'series_id': 26, 'series_name': 'Pro Kabaddi League Season 6, 2018', 'is_latest': True}]",6,6,0.85,2,,0.85,4,13,0,,0,,46.15,2,0,0.0,0,0,0,,0.0,1,,0,6,0,1,5,0
0,0,0,0,0,,,2,Shashank Wankhede,0.0,279,0,,0,0,0.0,0,,0.0,0,1,0,,4,"Pro Kabaddi League Season 4, 2016",0.0,0,0,0.0,,0,0,,0.0,3,,0,0,0,3,1,0
2,2,0,0,0,,,3,Shashank Wankhede,0.0,279,0,,2,2,0.66,0,,0.0,0,0,0,,8,"Pro Kabaddi League Season 5, 2017",0.0,0,2,0.66,,0,0,,16.66,12,,2,0,2,10,0,0
2,2,0,0,0,,,5,Shashank Wankhede,0.0,279,0,,2,2,0.4,0,,0.0,0,1,0,,0,,0.0,0,2,0.4,,0,0,,13.33,15,,2,0,2,13,1,0
2,2,0,0,0,,,2,Babu M,0.0,726,0,,2,2,1.0,0,,0.0,0,0,0,,8,"Pro Kabaddi League Season 5, 2017",0.0,0,2,1.0,,0,0,,25.0,8,,2,0,2,6,0,0
2,2,0,0,0,,,2,Babu M,0.0,726,0,,2,2,1.0,0,,0.0,0,0,0,,0,,0.0,0,2,1.0,,0,0,,25.0,8,,2,0,2,6,0,0
1,0,0,1,0,,,3,Munish,25.0,774,0,,1,1,0.33,1,,0.33,0,4,0,,8,"Pro Kabaddi League Season 5, 2017",25.0,0,0,0.0,,0,0,,0.0,0,,0,1,0,0,3,0
1,0,0,1,0,,,3,Munish,25.0,774,0,,1,1,0.33,1,,0.33,0,4,0,,0,,25.0,0,0,0.0,,0,0,,0.0,0,,0,1,0,0,3,0
1,0,0,0,0,0,,2,Anil Kumar,0.0,765,0,"[{'team_id': 4, 'team_name': 'Bengal Warriors', 'team_short_name': 'Bengal', 'series_id': 8, 'series_name': 'Pro Kabaddi League Season 5, 2017', 'is_latest': True}]",1,1,0.5,1,,0.5,0,1,0,,8,"Pro Kabaddi League Season 5, 2017",100.0,0,0,0.0,0,0,0,,0.0,1,,0,1,0,1,1,0
6,8,0,3,0,1,,4,Anil Kumar,100.0,765,0,"[{'team_id': 29, 'team_name': 'Tamil Thalaivas', 'team_short_name': 'Tamil Nadu', 'series_id': 26, 'series_name': 'Pro Kabaddi League Season 6, 2018', 'is_latest': True}]",8,8,2.0,0,,0.0,0,3,0,,26,"Pro Kabaddi League Season 6, 2018",0.0,0,8,2.0,0,0,0,,44.44,18,,8,0,8,10,0,0
6,8,0,3,0,1,,6,Anil Kumar,75.0,765,0,"[{'team_id': 4, 'team_name': 'Bengal Warriors', 'team_short_name': 'Bengal', 'series_id': 8, 'series_name': 'Pro Kabaddi League Season 5, 2017', 'is_latest': True}, {'team_id': 29, 'team_name': 'Tamil Thalaivas', 'team_short_name': 'Tamil Nadu', 'series_id': 26, 'series_name': 'Pro Kabaddi League Season 6, 2018', 'is_latest': True}]",9,9,1.5,1,,0.16,0,4,0,,0,,25.0,0,8,1.33,0,0,0,,42.1,19,,8,1,8,11,1,0
0,0,0,0,0,0,,3,Ravinder Kumar,0.0,384,0,"[{'team_id': 7, 'team_name': 'Puneri Paltan', 'team_short_name': 'Pune', 'series_id': 4, 'series_name': 'Pro Kabaddi League Season 4, 2016', 'is_latest': True}]",0,0,0.0,0,,0.0,0,0,0,,4,"Pro Kabaddi League Season 4, 2016",0.0,0,0,0.0,0,0,0,,0.0,4,,0,0,0,4,0,0
1,1,0,0,0,0,,1,Ravinder Kumar,0.0,384,0,"[{'team_id': 3, 'team_name': 'Jaipur Pink Panthers', 'team_short_name': 'Jaipur', 'series_id': 8, 'series_name': 'Pro Kabaddi League Season 5, 2017', 'is_latest': True}]",1,1,1.0,0,,0.0,0,0,0,,8,"Pro Kabaddi League Season 5, 2017",0.0,0,1,1.0,0,0,0,,25.0,4,,1,0,1,3,0,0
3,9,1,0,1,0,,8,Ravinder Kumar,0.0,384,0,"[{'team_id': 6, 'team_name': 'Patna Pirates', 'team_short_name': 'Patna', 'series_id': 26, 'series_name': 'Pro Kabaddi League Season 6, 2018', 'is_latest': True}]",9,9,1.12,0,,0.0,0,0,0,,26,"Pro Kabaddi League Season 6, 2018",0.0,0,8,1.0,0,0,1,,31.03,29,,9,0,9,21,0,0
3,10,1,0,1,0,,12,Ravinder Kumar,0.0,384,0,"[{'team_id': 7, 'team_name': 'Puneri Paltan', 'team_short_name': 'Pune', 'series_id': 4, 'series_name': 'Pro Kabaddi League Season 4, 2016', 'is_latest': True}, {'team_id': 3, 'team_name': 'Jaipur Pink Panthers', 'team_short_name': 'Jaipur', 'series_id': 8, 'series_name': 'Pro Kabaddi League Season 5, 2017', 'is_latest': True}, {'team_id': 6, 'team_name': 'Patna Pirates', 'team_short_name': 'Patna', 'series_id': 26, 'series_name': 'Pro Kabaddi League Season 6, 2018', 'is_latest': True}]",10,10,0.83,0,,0.0,0,0,0,,0,,0.0,0,9,0.75,0,0,1,,27.02,37,,10,0,10,28,0,0
1,0,0,1,0,,,1,Yong Joo Ok,100.0,513,0,,1,1,1.0,0,,1.0,1,2,0,,8,"Pro Kabaddi League Season 5, 2017",50.0,1,0,0.0,,0,0,,0.0,1,,0,1,0,1,0,0
1,0,0,1,0,,,1,Yong Joo Ok,100.0,513,0,,1,1,1.0,0,,1.0,1,2,0,,0,,50.0,1,0,0.0,,0,0,,0.0,1,,0,1,0,1,0,0
1,1,0,1,0,,,2,Ajvender Singh,100.0,705,0,,1,1,0.5,0,,0.0,0,1,0,,8,"Pro Kabaddi League Season 5, 2017",0.0,0,1,0.5,,0,0,,33.33,3,,1,0,1,2,0,0
1,1,0,1,0,,,2,Ajvender Singh,100.0,705,0,,1,1,0.5,0,,0.0,0,1,0,,0,,0.0,0,1,0.5,,0,0,,33.33,3,,1,0,1,2,0,0
1,1,0,3,0,,,3,Vishnu Uthaman,42.85,580,0,,1,1,0.33,0,,0.0,0,7,0,,8,"Pro Kabaddi League Season 5, 2017",0.0,0,1,0.33,,0,0,,100.0,1,,1,0,1,0,4,0
1,1,0,3,0,,,3,Vishnu Uthaman,42.85,580,0,,1,1,0.33,0,,0.0,0,7,0,,0,,0.0,0,1,0.33,,0,0,,100.0,1,,1,0,1,0,4,0
19,3,0,80,0,0,,21,Siddharth Sirish Desai,77.57,2026,0,"[{'team_id': 5, 'team_name': 'U Mumba', 'team_short_name': 'Mumbai', 'series_id': 26, 'series_name': 'Pro Kabaddi League Season 6, 2018', 'is_latest': True}]",221,221,10.52,36,,10.38,182,321,0,,26,"Pro Kabaddi League Season 6, 2018",67.91,169,3,0.14,12,10,0,,33.33,9,,3,218,3,6,72,0
23,3,0,55,0,0,,18,Siddharth Sirish Desai,72.79,2026,0,"[{'team_id': 8, 'team_name': 'Telugu Titans', 'team_short_name': 'Hyderabad', 'series_id': 49, 'series_name': 'Pro Kabaddi League Season 7, 2019', 'is_latest': True}]",177,177,9.83,42,,9.66,132,272,0,,49,"Pro Kabaddi League Season 7, 2019",63.97,143,3,0.16,7,6,0,,50.0,6,,3,174,3,3,74,0
23,6,0,135,0,0,,39,Siddharth Sirish Desai,75.37,2026,0,"[{'team_id': 5, 'team_name': 'U Mumba', 'team_short_name': 'Mumbai', 'series_id': 26, 'series_name': 'Pro Kabaddi League Season 6, 2018', 'is_latest': True}, {'team_id': 8, 'team_name': 'Telugu Titans', 'team_short_name': 'Hyderabad', 'series_id': 49, 'series_name': 'Pro Kabaddi League Season 7, 2019', 'is_latest': True}]",398,398,10.2,78,,10.05,314,593,0,,0,,66.1,312,6,0.15,19,16,0,,40.0,15,,6,392,6,9,146,0
15,5,1,100,0,0,,22,Naveen Kumar,79.47,2296,0,"[{'team_id': 2, 'team_name': 'Dabang Delhi K.C.', 'team_short_name': 'Delhi', 'series_id': 26, 'series_name': 'Pro Kabaddi League Season 6, 2018', 'is_latest': True}]",177,177,8.04,41,,7.81,131,307,0,,26,"Pro Kabaddi League Season 6, 2018",56.02,144,4,0.18,8,3,1,,41.66,12,,5,172,5,8,63,0
19,2,0,129,0,0,,19,Naveen Kumar,85.49,2296,0,"[{'team_id': 2, 'team_name': 'Dabang Delhi K.C.', 'team_short_name': 'Delhi', 'series_id': 49, 'series_name': 'Pro Kabaddi League Season 7, 2019', 'is_latest': True}]",243,243,12.78,54,,12.68,187,386,0,,49,"Pro Kabaddi League Season 7, 2019",62.43,201,2,0.1,18,2,0,,33.33,6,,2,241,2,4,56,0
19,7,1,229,0,0,,41,Naveen Kumar,82.82,2296,0,"[{'team_id': 2, 'team_name': 'Dabang Delhi K.C.', 'team_short_name': 'Delhi', 'series_id': 26, 'series_name': 'Pro Kabaddi League Season 6, 2018', 'is_latest': True}, {'team_id': 2, 'team_name': 'Dabang Delhi K.C.', 'team_short_name': 'Delhi', 'series_id': 49, 'series_name': 'Pro Kabaddi League Season 7, 2019', 'is_latest': True}]",420,420,10.24,95,,10.07,318,693,0,,0,,59.59,345,6,0.14,26,5,1,,38.88,18,,7,413,7,12,119,0
10,15,1,61,0,0,,22,Manjeet,72.48,763,0,"[{'team_id': 6, 'team_name': 'Patna Pirates', 'team_short_name': 'Patna', 'series_id': 26, 'series_name': 'Pro Kabaddi League Season 6, 2018', 'is_latest': True}]",102,102,4.63,10,,3.95,77,189,0,,26,"Pro Kabaddi League Season 6, 2018",46.03,76,14,0.63,2,3,1,,39.47,38,,15,87,15,24,52,0
16,27,1,98,0,0,,20,Manjeet,76.34,763,0,"[{'team_id': 7, 'team_name': 'Puneri Paltan', 'team_short_name': 'Pune', 'series_id': 49, 'series_name': 'Pro Kabaddi League Season 7, 2019', 'is_latest': True}]",131,131,6.55,25,,5.2,79,241,0,,49,"Pro Kabaddi League Season 7, 2019",43.15,86,26,1.3,2,2,1,,47.36,57,,27,104,27,31,57,0
16,42,2,159,0,0,,42,Manjeet,74.65,763,0,"[{'team_id': 6, 'team_name': 'Patna Pirates', 'team_short_name': 'Patna', 'series_id': 26, 'series_name': 'Pro Kabaddi League Season 6, 2018', 'is_latest': True}, {'team_id': 7, 'team_name': 'Puneri Paltan', 'team_short_name': 'Pune', 'series_id': 49, 'series_name': 'Pro Kabaddi League Season 7, 2019', 'is_latest': True}]",233,233,5.54,35,,4.54,156,430,0,,0,,44.41,162,40,0.95,4,5,2,,44.21,95,,42,191,42,55,109,0
